year,Preparation,"p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s",O2 conversion,CH4 conversion,COx selectivity,C2H6 selectivity,C2H4 selectivity,C2 selectivity,C2 yield,Ag,Al,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Ge,Ho,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,Sb,Sc,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr,Temperature_C
2019,Impregnation,0.75,0.25,3,1,0.072,,10.76,62.9,19.4,14.8,34.2,3.67992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.76374745,0,0,0,0,0,0,0,12.23625255,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,16.14561,,,,22.7897,3.679536082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.12724269,0,0,0,0,0,0.800846594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071910715,0,0,0,0,0,0,0,0,0,0,0,700
2019,Sol-gel,0.4,0.1,4,1,0.031233336,,10.64516,,,,34.50549,3.673164619,0,0,0,0,0,0,0,0,0,0,48.7804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,15.36481,,,,23.84449,3.663660584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.78899462,0,0,0,0,0,0.159702577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.051302801,0,0,0,0,0,0,0,0,0,0,0,600
1986,Impregnation,0.50999999,0.052000001,9.807691574,1.013000011,4.3,,7,,11.19999981,41.09999847,52.29999828,3.66099988,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2011,Sol-gel,0.830769231,0.169230769,4.909090909,1,0.035750462,,6,,25.11764706,35.88235294,61,3.66,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,810
2017,Impregnation,0.571428571,0.142857143,4,1,0.010608,,9.262436,,,,39.44443989,3.653516,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77049,0,0.720352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0.360176,0,0,0,0,750
2019,Impregnation,0.75,0.25,3,1,0.072,,10.68,62.4,20.5,13.7,34.2,3.65256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70475,0,0,0,0,0,4.60432,0,0,0,0,0,88.69093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2014,n.a.,,,5,1,,,8.5,,21.4,21.4,42.8,3.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,850
2017,Impregnation,0.571428571,0.142857143,4,1,0.010608,,12.17839,,,,29.78872413,3.627787,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77049,0,0.720352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0.360176,0,0,0,0,750
1991,Sol-gel,0.949999988,0.050000001,19,1.013000011,2.9,99.5,6.599999905,,24.70000076,30.20000076,54.90000153,3.623400048,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.85
1990,Impregnation,0.400000006,0.079999998,5,1.013000011,0.06,34.40000153,8.100000381,,10.10000038,34.40000153,44.50000191,3.604500324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
2009,n.a.,0.227272727,0.090909091,2.5,1,0.919027268,,6.8,47,21.7,31.3,53,3.604,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.85
2013,Impregnation,,,3,1,,,9,60,,,40,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62550651,0,5.595986104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.77850739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
2019,Impregnation,0.75,0.25,3,1,0.072,,10.33,62.6,19.3,15.5,34.8,3.59484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.244576817,0,0,0,0,0,92.75542318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,15.48,74.8,14.3,8.9,23.2,3.59136,0,0,0,0,0,0,0,0,0,0,2.84654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.89334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,10.76,64.4,19.1,14.2,33.3,3.58308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21265022,0,0,0,0,0,0,0,0,0,0,0,89.78734978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2011,Precipitation,0.416,0.084,5,1,0.25,,17.02035,,,,21.03448,3.580142117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24177256,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75822744,0,625
2016,Impregnation,0.8,0.2,4,1,1.5,,14.92457,,,,23.98323,3.57939395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.24165603,0,0,0,0,0,0,0,0,0,5.758343972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
2017,n.a.,,,3,1,0.02764977,91.57895,26.48649,,4.949717764,8.563792236,13.51351,3.579254475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
2019,Impregnation,0.75,0.25,3,1,0.072,,12.75,70,17.2,10.8,28,3.57,0,13.7482,0,0,0,0,0,0,0,0,2.64739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.60441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2018,Sol-gel,0.4,0.1,4,1,0.030052592,,13.70786,,6.913183,19.086817,26,3.5640436,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
2019,Impregnation,0.75,0.25,3,1,0.072,,13.59,70.7,16.1,10.1,26.2,3.56058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.21821,0,0,0,0,0,0,0,7.89925,0,0,0,0,0,0,0,0,700
2016,Impregnation,0.444444444,0.111111111,4,1,0.018194128,,6.4,44.6,15.82857143,39.57142857,55.4,3.5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.355002992,0,2.03580308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59129239,0,0,0,0,0,0,0,0,0,0,0,1.01790154,0,0,0,0,749.85
2016,Impregnation,0.444444444,0.111111111,4,1,0.018194128,,6.7,47.1,15.55882353,37.34117647,52.9,3.5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.355002992,0,2.03580308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59129239,0,0,0,0,0,0,0,0,0,0,0,1.01790154,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,11.1,55.3,18.5,13.4,31.9,3.5409,0,0,0,0,0,0,0,0,9.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2014,Impregnation,,,4,1,,,6,41,,,59,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786043,0,2.111768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0463,0,0,0,0,0,0,0,0,0,0,0,1.055884,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,11.3,66.1,18.5,12.8,31.3,3.5369,0,0,0,0,2.93672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.89473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16855,0,700
2016,Impregnation,0.444444444,0.111111111,4,1,0.018194128,,4.4,19.7,22.94285714,57.35714286,80.3,3.5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.355002992,0,2.03580308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59129239,0,0,0,0,0,0,0,0,0,0,0,1.01790154,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,12.86,70.3,16.2,11.2,27.4,3.52364,0,0,0,0,0,0,0,0,0,0,0,0,7.63764,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,11.25,66.2,18.5,12.8,31.3,3.52125,0,13.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.44282,0,0,0,0,0,0,0,0,0,0,0,2.52812,0,0,0,0,700
2009,Sol-gel,0.244000003,0.024,10.16666698,1.013000011,0.012,87,8,,,,44,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800000191,0,0,0,0,0,0,0,95.19999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2010,n.a.,0.416,0.084,4.952380952,1,0.25,,18.41814,,,,19.10916629,3.519553,0,0,0,0,0,0,0,0,14.12025628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.87974372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
2019,Impregnation,0.75,0.25,3,1,0.072,,12.05,68.4,18,11.2,29.2,3.5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61122,0,0,0,0,0,0,0,0,0,0,0,87.45375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93503,0,700
1987,Impregnation,0.170000002,0.039999999,4.25,1.013000011,2.6,,15.10000038,,8.800000191,14.5,23.30000019,3.518300118,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0.100000001,0,0,0,0,549.85
2018,Precipitation,0.44,0.11,4,1,0.02661344,,14.22244,,,,24.70356,3.513448999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,700
2018,Precipitation,0.44,0.11,4,1,0.02661344,,14.79218,,,,23.73464,3.510870671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,650
2019,Precipitation,0.4,0.1,4,1,0.031152648,,5.145349,,,,68.09117,3.503528335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,675
1994,Therm.decomp.,0.101000004,0.050999999,1.980391979,1.013000011,0.5,22.29999924,8.5,58.79999924,13.80000019,27.39999962,41.19999981,3.501999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2017,Impregnation,0.571428571,0.142857143,4,1,0.010608,,9.777016,,,,35.78946787,3.499142,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77049,0,0.720352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0.360176,0,0,0,0,775
2019,Impregnation,0.75,0.25,3,1,0.072,,10.56,64,19.4,13.7,33.1,3.49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78977,0,0,0,0,0,92.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,12.16,69.1,17.5,11.2,28.7,3.48992,0,0,0,0,2.91623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82339,0,0,0,0,0,0,0,0,0,0,0,90.26038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,14.43255,,,,24.14163,3.484252821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.39110264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.092165245,0,0,0,0,0,0,0,0,0,0,0.516732112,650
2019,Impregnation,0.75,0.25,3,1,0.072,,12.01,68.3,17,12,29,3.4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.89754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96515,0,700
2000,Impregnation,0.833000004,0.166999996,4.988024235,1.013000011,0.45,,6,,,,58,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000191,0,0,0,0,0,0,0,0,0,0,0,0,94.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.85
2009,n.a.,0.227272727,0.090909091,2.5,1,0.30816641,,10.7,67.5,14,18.5,32.5,3.4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.85
1995,Therm.decomp.,0.899999976,0.100000001,9,1.013000011,0.6,,16.70000076,,7.800000191,13,20.80000019,3.473600191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,749.85
2010,Impregnation,0.5,0.1,5,1,0.1272,,8.163522,,,,42.49129,3.468785807,0,0,0,0,0,0,0,0,0,0,0.473933649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.78672986,0,0,4.739336493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
2019,Impregnation,0.673,0.16825,4,1,1.475409836,,17.897,,,,19.37365,3.467302141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.76645505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.049589954,0,0,0,0,0,0.183954995,0,0,0,0,0,800
2019,Impregnation,0.75,0.25,3,1,0.072,,9.99,62.4,20.3,14.4,34.7,3.46653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.69389,0,0,0,0,0,0,0,0,0,0,0,2.75048,0,0,6.18039,0,700
2013,Microemulsion,0.8,0.2,4,1,2.045454545,,16.5,,9.2,11.8,21,3.465,0,89.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
2019,Impregnation,0.75,0.25,3,1,0.072,,11.42,67.8,18.6,11.7,30.3,3.46026,0,0,0,0,0,0,0,0,9.42729,0,0,0,0,0,0,0,0,0,0,5.41897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.15374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1993,Sol-gel,0.129999995,0.066500001,1.954887033,1.013000011,0.8,,32,,,,10.80000019,3.456000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,699.85
1986,Impregnation,0.25999999,0.052000001,5,1.013000011,0.24,,9,,12.19999981,26.20000076,38.40000057,3.456000051,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2018,Impregnation,0.4,0.1,4,1,0.044848077,,19.82882,,,,17.40819,3.45183866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725
2019,Impregnation,0.75,0.25,3,1,0.072,,11.46,67,17.5,12.6,30.1,3.44946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88401,0,0,0,0,0,0,0,0,6.82566,0,0,0,0,0,0,0,0,0,0,0,90.29033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,10.8,65.2,18.4,13.5,31.9,3.4452,0,0,0,0,2.87191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88862,0,0,0,0,0,0,0,8.23947,0,0,0,0,0,0,0,0,700
1985,n.a.,0.970000029,0.029999999,32.33333206,1.013000011,2.1,99.40000153,9.5,,27.29999924,8.800000191,36.09999943,3.429499946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.85
1985,n.a.,0.959999979,0.050000001,19.20000076,1.013000011,0.4,100,6.800000191,,17.60000038,32.79999924,50.39999962,3.42720007,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.85
1995,Therm.decomp.,0.180000007,0.072999999,2.465753078,1.013000011,2.4,34,9.5,64,20,16,36,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,0,0,0,0,0,0,0,0,0,0,0,66.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2013,Impregnation,0.875,0.125,7,1,2.045454545,,12,,17.8,10.7,28.5,3.42,0,89.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2011,Impregnation,0.18,0.06,3,0.3,0.2279924,14.9,5.4,36.8,,,63.2,3.4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624329,0,3.622933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07,0,0,0,0,0,0,0,0,0,0,0,0.679744,0,0,0,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,10.04,63.3,19.1,14.8,33.9,3.40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.92060425,0,0,7.079395753,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1995,Therm.decomp.,0.899999976,0.100000001,9,1.013000011,0.6,,15.80000019,,8,13.5,21.5,3.397000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,43.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1986,n.a.,0.699999988,0.07,10,1.013000011,0.39,96.80000305,8.199999809,,9.100000381,32.29999924,41.39999962,3.39479989,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,10.57,65.1,18.8,13.3,32.1,3.39297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17061,0,700
2009,n.a.,0.227272727,0.090909091,2.5,1,0.30816641,,11.5,70.5,9.1,20.4,29.5,3.3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.85
2019,Impregnation,0.75,0.25,3,1,0.072,,10.11,63.7,19.3,14.2,33.5,3.38685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63611,0,0,0,0,0,89.30334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06055,0,700
2019,Impregnation,0.75,0.25,3,1,0.072,,9.76,62.6,19.6,15.1,34.7,3.38672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.89791,0,0,0,0,0,0,0,0,0,0,0,0.03403,0,0,0,0,700
2016,Impregnation,0.444444444,0.111111111,4,1,0.018194128,,5.9,42.6,15.94444444,41.45555556,57.4,3.3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.355002992,0,2.03580308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59129239,0,0,0,0,0,0,0,0,0,0,0,1.01790154,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,10.05,63.6,18.7,14.9,33.6,3.3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.495390019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.50460998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
